date,value
1976-08-30,9159
1976-08-31,9602
1976-09-01,9476
1976-09-02,9324
1976-09-03,9667
1976-09-04,8407
1976-09-05,7807
1976-09-06,8083
1976-09-07,9654
1976-09-08,10166
1976-09-09,9990
1976-09-10,9998
1976-09-11,8413
1976-09-12,8142
1976-09-13,9641
1976-09-14,10165
1976-09-15,9977
1976-09-16,9956
1976-09-17,9985
1976-09-18,8738
1976-09-19,8585
1976-09-20,10051
1976-09-21,10296
1976-09-22,9836
1976-09-23,9815
1976-09-24,10052
1976-09-25,8792
1976-09-26,8510
1976-09-27,10026
1976-09-28,10146
1976-09-29,9817
1976-09-30,9718
1976-10-01,9859
1976-10-02,8691
1976-10-03,8270
1976-10-04,9656
1976-10-05,9789
1976-10-06,9483
1976-10-07,9461
1976-10-08,9565
1976-10-09,8262
1976-10-10,8313
1976-10-11,9396
1976-10-12,9622
1976-10-13,9183
1976-10-14,9253
1976-10-15,9564
1976-10-16,8187
1976-10-17,7814
1976-10-18,9248
1976-10-19,9248
1976-10-20,9575
1976-10-21,9257
1976-10-22,9442
1976-10-23,8201
1976-10-24,7848
1976-10-25,9198
1976-10-26,9403
1976-10-27,9212
1976-10-28,8857
1976-10-29,9116
1976-10-30,7968
1976-10-31,8078
1976-11-01,9007
1976-11-02,9155
1976-11-03,9015
1976-11-04,9092
1976-11-05,9307
1976-11-06,7864
1976-11-07,7860
1976-11-08,9361
1976-11-09,9480
1976-11-10,9432
1976-11-11,9429
1976-11-12,9204
1976-11-13,7913
1976-11-14,7652
1976-11-15,9031
1976-11-16,9569
1976-11-17,9296
1976-11-18,9181
1976-11-19,9458
1976-11-20,7967
1976-11-21,7707
1976-11-22,9160
1976-11-23,9316
1976-11-24,9008
1976-11-25,7492
1976-11-26,8733
1976-11-27,7966
1976-11-28,7585
1976-11-29,9263
1976-11-30,9550
1976-12-01,9045
1976-12-02,8969
1976-12-03,9042
1976-12-04,7889
1976-12-05,7640
1976-12-06,9198
1976-12-07,9637
1976-12-08,9215
1976-12-09,9263
1976-12-10,9159
1976-12-11,7969
1976-12-12,7769
1976-12-13,9240
1976-12-14,9559
1976-12-15,9516
1976-12-16,9450
1976-12-17,9890
1976-12-18,7981
1976-12-19,7505
1976-12-20,9782
1976-12-21,9776
1976-12-22,8594
1976-12-23,8104
1976-12-24,7521
1976-12-25,7185
1976-12-26,7610
1976-12-27,9342
1976-12-28,10115
1976-12-29,10088
1976-12-30,9851
1976-12-31,8964
1977-01-01,7416
1977-01-02,7467
1977-01-03,8703
1977-01-04,9104
1977-01-05,8984
1977-01-06,8971
1977-01-07,9212
1977-01-08,8013
1977-01-09,7561
1977-01-10,9142
1977-01-11,9180
1977-01-12,9257
1977-01-13,9450
1977-01-14,9317
1977-01-15,8043
1977-01-16,7666
1977-01-17,9396
1977-01-18,9628
1977-01-19,9173
1977-01-20,9229
1977-01-21,9391
1977-01-22,8168
1977-01-23,7620
1977-01-24,9246
1977-01-25,9575
1977-01-26,9270
1977-01-27,9339
1977-01-28,9422
1977-01-29,8041
1977-01-30,7769
1977-01-31,9251
1977-02-01,9486
1977-02-02,9033
1977-02-03,9244
1977-02-04,9420
1977-02-05,8177
1977-02-06,7693
1977-02-07,9122
1977-02-08,9095
1977-02-09,9268
1977-02-10,9536
1977-02-11,9471
1977-02-12,8492
1977-02-13,8085
1977-02-14,9833
1977-02-15,9715
1977-02-16,9419
1977-02-17,9565
1977-02-18,9496
1977-02-19,8175
1977-02-20,8010
1977-02-21,9112
1977-02-22,9827
1977-02-23,9629
1977-02-24,9450
1977-02-25,9648
1977-02-26,8525
1977-02-27,7904
1977-02-28,9361
1977-03-01,9835
1977-03-02,9447
1977-03-03,9543
1977-03-04,9777
1977-03-05,8352
1977-03-06,7784
1977-03-07,9359
1977-03-08,10033
1977-03-09,9356
1977-03-10,9356
1977-03-11,9497
1977-03-12,8266
1977-03-13,7938
1977-03-14,9378
1977-03-15,9684
1977-03-16,9467
1977-03-17,9312
1977-03-18,9260
1977-03-19,8170
1977-03-20,7836
1977-03-21,9082
1977-03-22,9534
1977-03-23,9172
1977-03-24,9255
1977-03-25,9345
1977-03-26,7959
1977-03-27,7769
1977-03-28,9297
1977-03-29,9649
1977-03-30,9410
1977-03-31,9445
1977-04-01,8997
1977-04-02,8058
1977-04-03,7956
1977-04-04,9286
1977-04-05,9506
1977-04-06,9129
1977-04-07,9148
1977-04-08,8991
1977-04-09,7734
1977-04-10,7376
1977-04-11,8971
1977-04-12,9676
1977-04-13,9216
1977-04-14,9101
1977-04-15,9299
1977-04-16,8039
1977-04-17,7593
1977-04-18,9357
1977-04-19,9691
1977-04-20,9267
1977-04-21,9144
1977-04-22,9158
1977-04-23,7919
1977-04-24,7202
1977-04-25,9011
1977-04-26,9432
1977-04-27,8823
1977-04-28,8984
1977-04-29,8931
1977-04-30,7866
1977-05-01,7634
1977-05-02,9385
1977-05-03,9444
1977-05-04,9397
1977-05-05,9386
1977-05-06,9535
1977-05-07,8082
1977-05-08,7643
1977-05-09,8849
1977-05-10,9404
1977-05-11,8892
1977-05-12,9210
1977-05-13,9314
1977-05-14,8108
1977-05-15,7521
1977-05-16,9489
1977-05-17,9642
1977-05-18,9413
1977-05-19,9243
1977-05-20,9454
1977-05-21,7894
1977-05-22,7731
1977-05-23,9421
1977-05-24,9603
1977-05-25,9528
1977-05-26,9368
1977-05-27,9609
1977-05-28,8084
1977-05-29,7744
1977-05-30,7745
1977-05-31,9397
1977-06-01,9668
1977-06-02,9344
1977-06-03,9425
1977-06-04,8049
1977-06-05,7889
1977-06-06,9274
1977-06-07,9547
1977-06-08,9205
1977-06-09,9393
1977-06-10,9237
1977-06-11,8020
1977-06-12,7613
1977-06-13,9329
1977-06-14,9629
1977-06-15,9539
1977-06-16,9736
1977-06-17,9746
1977-06-18,8227
1977-06-19,7795
1977-06-20,9528
1977-06-21,9668
1977-06-22,9423
1977-06-23,9489
1977-06-24,9612
1977-06-25,8338
1977-06-26,8038
1977-06-27,9657
1977-06-28,9994
1977-06-29,9735
1977-06-30,9612
1977-07-01,9746
1977-07-02,8311
1977-07-03,7861
1977-07-04,8171
1977-07-05,9648
1977-07-06,10533
1977-07-07,10424
1977-07-08,10234
1977-07-09,8793
1977-07-10,7983
1977-07-11,9590
1977-07-12,9997
1977-07-13,9920
1977-07-14,10054
1977-07-15,10176
1977-07-16,8667
1977-07-17,8058
1977-07-18,9781
1977-07-19,10173
1977-07-20,10132
1977-07-21,9878
1977-07-22,10180
1977-07-23,8488
1977-07-24,8186
1977-07-25,9771
1977-07-26,10128
1977-07-27,9688
1977-07-28,9826
1977-07-29,10084
1977-07-30,8817
1977-07-31,8223
1977-08-01,9810
1977-08-02,10281
1977-08-03,9890
1977-08-04,9820
1977-08-05,10300
1977-08-06,8808
1977-08-07,8401
1977-08-08,9955
1977-08-09,10272
1977-08-10,10212
1977-08-11,9760
1977-08-12,10099
1977-08-13,8669
1977-08-14,8245
1977-08-15,9852
1977-08-16,10359
1977-08-17,9908
1977-08-18,9856
1977-08-19,10003
1977-08-20,8531
1977-08-21,8369
1977-08-22,9978
1977-08-23,10413
1977-08-24,10118
1977-08-25,10022
1977-08-26,9927
1977-08-27,8821
1977-08-28,8564
1977-08-29,9876
1977-08-30,10418
1977-08-31,10153
1977-09-01,9952
1977-09-02,10187
1977-09-03,8633
1977-09-04,8148
1977-09-05,8338
1977-09-06,10095
1977-09-07,10330
1977-09-08,10120
1977-09-09,10294
1977-09-10,8771
1977-09-11,8380
1977-09-12,9998
1977-09-13,10177
1977-09-14,10223
1977-09-15,10161
1977-09-16,10490
1977-09-17,9161
1977-09-18,8728
1977-09-19,10278
1977-09-20,10647
1977-09-21,10392
1977-09-22,10040
1977-09-23,10328
1977-09-24,9003
1977-09-25,8617
1977-09-26,10379
1977-09-27,10528
1977-09-28,10100
1977-09-29,10080
1977-09-30,10346
1977-10-01,9034
1977-10-02,8617
1977-10-03,10010
1977-10-04,10176
1977-10-05,9804
1977-10-06,9826
1977-10-07,9972
1977-10-08,8560
1977-10-09,8320
1977-10-10,9646
1977-10-11,9929
1977-10-12,9643
1977-10-13,9592
1977-10-14,9625
1977-10-15,8388
1977-10-16,8243
1977-10-17,9504
1977-10-18,9678
1977-10-19,9650
1977-10-20,9586
1977-10-21,9681
1977-10-22,8276
1977-10-23,7823
1977-10-24,9232
1977-10-25,9785
1977-10-26,9567
1977-10-27,9431
1977-10-28,9397
1977-10-29,8183
1977-10-30,8079
1977-10-31,9037
1977-11-01,9603
1977-11-02,9131
1977-11-03,9412
1977-11-04,9585
1977-11-05,8238
1977-11-06,7842
1977-11-07,9438
1977-11-08,9775
1977-11-09,9282
1977-11-10,9418
1977-11-11,9245
1977-11-12,8004
1977-11-13,7895
1977-11-14,9230
1977-11-15,9756
1977-11-16,9419
1977-11-17,9518
1977-11-18,9548
1977-11-19,8172
1977-11-20,7686
1977-11-21,9570
1977-11-22,9576
1977-11-23,9377
1977-11-24,7708
1977-11-25,8772
1977-11-26,8009
1977-11-27,7727
1977-11-28,9490
1977-11-29,9619
1977-11-30,9371
1977-12-01,9210
1977-12-02,9246
1977-12-03,7942
1977-12-04,7609
1977-12-05,9358
1977-12-06,9505
1977-12-07,9075
1977-12-08,9261
1977-12-09,9230
1977-12-10,7964
1977-12-11,7503
1977-12-12,9264
1977-12-13,9533
1977-12-14,9224
1977-12-15,9430
1977-12-16,9586
1977-12-17,8173
1977-12-18,7583
1977-12-19,9908
1977-12-20,9899
1977-12-21,9267
1977-12-22,8519
1977-12-23,8049
1977-12-24,7354
1977-12-25,7404
1977-12-26,7512
1977-12-27,9189
1977-12-28,9733
1977-12-29,9734
1977-12-30,9806
1977-12-31,7982
1978-01-01,7716
1978-01-02,7543
1978-01-03,8833
1978-01-04,8870
1978-01-05,9053
1978-01-06,9224
1978-01-07,8091
1978-01-08,7622
1978-01-09,9187
1978-01-10,9095
1978-01-11,9220
1978-01-12,9276
1978-01-13,9154
1978-01-14,8314
1978-01-15,7783
1978-01-16,9472
1978-01-17,9347
1978-01-18,9134
1978-01-19,9240
1978-01-20,9316
1978-01-21,7963
1978-01-22,7573
1978-01-23,9263
1978-01-24,9426
1978-01-25,9103
1978-01-26,9397
1978-01-27,8992
1978-01-28,7959
1978-01-29,7537
1978-01-30,9194
1978-01-31,9165
1978-02-01,9171
1978-02-02,9237
1978-02-03,9184
1978-02-04,8079
1978-02-05,7820
1978-02-06,9236
1978-02-07,9348
1978-02-08,9154
1978-02-09,9262
1978-02-10,9534
1978-02-11,8155
1978-02-12,7965
1978-02-13,8975
1978-02-14,9864
1978-02-15,9296
1978-02-16,9115
1978-02-17,9251
1978-02-18,8183
1978-02-19,7708
1978-02-20,9036
1978-02-21,9266
1978-02-22,9353
1978-02-23,9283
1978-02-24,9566
1978-02-25,8331
1978-02-26,7895
1978-02-27,9272
1978-02-28,9717
1978-03-01,9144
1978-03-02,9320
1978-03-03,9445
1978-03-04,8030
1978-03-05,7811
1978-03-06,9302
1978-03-07,9585
1978-03-08,9221
1978-03-09,9231
1978-03-10,9597
1978-03-11,8157
1978-03-12,7884
1978-03-13,9036
1978-03-14,9537
1978-03-15,9299
1978-03-16,9337
1978-03-17,9488
1978-03-18,7972
1978-03-19,7741
1978-03-20,9145
1978-03-21,9679
1978-03-22,9321
1978-03-23,9169
1978-03-24,9164
1978-03-25,7887
1978-03-26,7595
1978-03-27,9113
1978-03-28,9303
1978-03-29,9206
1978-03-30,8917
1978-03-31,9330
1978-04-01,8081
1978-04-02,7699
1978-04-03,9127
1978-04-04,9450
1978-04-05,8860
1978-04-06,8981
1978-04-07,9087
1978-04-08,7903
1978-04-09,7463
1978-04-10,8881
1978-04-11,9034
1978-04-12,8619
1978-04-13,8734
1978-04-14,9028
1978-04-15,7533
1978-04-16,7201
1978-04-17,8713
1978-04-18,9215
1978-04-19,8728
1978-04-20,8594
1978-04-21,8902
1978-04-22,7797
1978-04-23,7315
1978-04-24,9031
1978-04-25,9092
1978-04-26,9027
1978-04-27,8859
1978-04-28,9055
1978-04-29,7764
1978-04-30,7152
1978-05-01,8907
1978-05-02,9426
1978-05-03,9063
1978-05-04,8680
1978-05-05,9106
1978-05-06,7730
1978-05-07,7398
1978-05-08,8996
1978-05-09,9317
1978-05-10,9288
1978-05-11,8914
1978-05-12,8981
1978-05-13,7767
1978-05-14,7390
1978-05-15,9212
1978-05-16,9212
1978-05-17,8927
1978-05-18,9060
1978-05-19,9018
1978-05-20,8078
1978-05-21,7580
1978-05-22,9102
1978-05-23,9221
1978-05-24,9208
1978-05-25,9193
1978-05-26,9532
1978-05-27,8021
1978-05-28,7797
1978-05-29,7793
1978-05-30,9637
1978-05-31,9613
1978-06-01,9450
1978-06-02,9313
1978-06-03,7982
1978-06-04,7408
1978-06-05,9136
1978-06-06,9613
1978-06-07,9348
1978-06-08,9090
1978-06-09,9374
1978-06-10,8048
1978-06-11,7584
1978-06-12,9208
1978-06-13,9269
1978-06-14,9234
1978-06-15,9183
1978-06-16,9362
1978-06-17,8244
1978-06-18,7794
1978-06-19,9553
1978-06-20,9683
1978-06-21,9278
1978-06-22,9411
1978-06-23,9601
1978-06-24,8132
1978-06-25,8102
1978-06-26,9353
1978-06-27,9858
1978-06-28,9709
1978-06-29,9641
1978-06-30,10098
1978-07-01,8218
1978-07-02,7991
1978-07-03,9294
1978-07-04,8448
1978-07-05,9689
1978-07-06,10204
1978-07-07,10255
1978-07-08,8791
1978-07-09,8112
1978-07-10,9887
1978-07-11,9868
1978-07-12,9716
1978-07-13,9995
1978-07-14,10449
1978-07-15,8870
1978-07-16,8426
1978-07-17,10037
1978-07-18,10376
1978-07-19,10025
1978-07-20,10401
1978-07-21,10342
1978-07-22,9082
1978-07-23,8577
1978-07-24,9977
1978-07-25,10361
1978-07-26,10111
1978-07-27,10206
1978-07-28,10324
1978-07-29,8695
1978-07-30,8494
1978-07-31,9902
1978-08-01,10164
1978-08-02,9838
1978-08-03,10144
1978-08-04,10063
1978-08-05,8757
1978-08-06,8456
1978-08-07,10219
1978-08-08,10460
1978-08-09,10163
1978-08-10,10307
1978-08-11,10184
1978-08-12,8966
1978-08-13,8547
1978-08-14,10145
1978-08-15,10520
1978-08-16,10072
1978-08-17,10400
1978-08-18,10377
1978-08-19,8927
1978-08-20,8493
1978-08-21,9987
1978-08-22,10241
1978-08-23,9914
1978-08-24,10168
1978-08-25,10186
1978-08-26,8802
1978-08-27,8471
1978-08-28,10016
1978-08-29,10400
1978-08-30,10081
1978-08-31,9866
1978-09-01,10133
1978-09-02,8591
1978-09-03,8366
1978-09-04,8492
1978-09-05,10044
1978-09-06,10720
1978-09-07,10309
1978-09-08,10384
1978-09-09,9035
1978-09-10,8650
1978-09-11,10165
1978-09-12,10439
1978-09-13,10170
1978-09-14,10279
1978-09-15,10283
1978-09-16,9187
1978-09-17,8725
1978-09-18,10324
1978-09-19,10728
1978-09-20,10504
1978-09-21,10518
1978-09-22,10370
1978-09-23,8751
1978-09-24,8661
1978-09-25,10434
1978-09-26,10518
1978-09-27,10359
1978-09-28,10198
1978-09-29,10386
1978-09-30,8663
1978-10-01,8701
1978-10-02,9949
1978-10-03,10388
1978-10-04,9945
1978-10-05,9964
1978-10-06,10066
1978-10-07,8623
1978-10-08,8391
1978-10-09,9784
1978-10-10,10361
1978-10-11,9893
1978-10-12,9834
1978-10-13,9777
1978-10-14,8566
1978-10-15,7890
1978-10-16,9547
1978-10-17,9956
1978-10-18,9409
1978-10-19,9514
1978-10-20,9644
1978-10-21,8423
1978-10-22,7949
1978-10-23,9436
1978-10-24,9588
1978-10-25,9338
1978-10-26,9515
1978-10-27,9551
1978-10-28,8425
1978-10-29,8168
1978-10-30,9472
1978-10-31,9349
1978-11-01,9340
1978-11-02,9261
1978-11-03,9787
1978-11-04,8263
1978-11-05,8027
1978-11-06,9526
1978-11-07,9789
1978-11-08,9524
1978-11-09,9622
1978-11-10,9673
1978-11-11,8367
1978-11-12,7986
1978-11-13,9629
1978-11-14,10031
1978-11-15,9551
1978-11-16,9578
1978-11-17,9856
1978-11-18,8445
1978-11-19,7877
1978-11-20,9603
1978-11-21,9961
1978-11-22,9566
1978-11-23,7926
1978-11-24,9053
1978-11-25,8290
1978-11-26,8081
1978-11-27,9835
1978-11-28,9826
1978-11-29,9452
1978-11-30,9410
1978-12-01,9614
1978-12-02,8544
1978-12-03,8211
1978-12-04,9779
1978-12-05,9895
1978-12-06,9419
1978-12-07,9497
1978-12-08,9417
1978-12-09,8347
1978-12-10,8104
1978-12-11,9697
1978-12-12,10072
1978-12-13,9532
1978-12-14,9539
1978-12-15,9963
1978-12-16,8522
1978-12-17,8186
1978-12-18,10213
1978-12-19,10617
1978-12-20,10005
1978-12-21,9418
1978-12-22,9028
1978-12-23,7952
1978-12-24,7974
1978-12-25,7860
1978-12-26,8911
1978-12-27,9924
1978-12-28,10190
1978-12-29,10413
1978-12-30,8487
1978-12-31,8038
1979-01-01,8221
1979-01-02,8855
1979-01-03,9351
1979-01-04,9429
1979-01-05,9586
1979-01-06,8570
1979-01-07,8013
1979-01-08,9524
1979-01-09,9310
1979-01-10,9416
1979-01-11,9409
1979-01-12,9670
1979-01-13,8649
1979-01-14,8173
1979-01-15,9554
1979-01-16,9805
1979-01-17,9513
1979-01-18,9495
1979-01-19,9875
1979-01-20,8478
1979-01-21,8019
1979-01-22,9705
1979-01-23,9794
1979-01-24,9556
1979-01-25,9656
1979-01-26,9809
1979-01-27,8372
1979-01-28,8235
1979-01-29,9732
1979-01-30,9520
1979-01-31,9576
1979-02-01,9335
1979-02-02,9895
1979-02-03,8588
1979-02-04,8193
1979-02-05,9562
1979-02-06,9835
1979-02-07,9642
1979-02-08,9577
1979-02-09,9675
1979-02-10,8576
1979-02-11,8194
1979-02-12,9663
1979-02-13,9663
1979-02-14,10038
1979-02-15,9725
1979-02-16,9823
1979-02-17,8416
1979-02-18,8195
1979-02-19,9279
1979-02-20,10052
1979-02-21,9776
1979-02-22,9697
1979-02-23,10100
1979-02-24,8625
1979-02-25,8259
1979-02-26,9567
1979-02-27,9751
1979-02-28,9662
1979-03-01,9814
1979-03-02,9753
1979-03-03,8731
1979-03-04,8228
1979-03-05,9697
1979-03-06,9667
1979-03-07,9603
1979-03-08,9779
1979-03-09,9817
1979-03-10,8531
1979-03-11,7930
1979-03-12,9624
1979-03-13,9569
1979-03-14,9629
1979-03-15,9550
1979-03-16,9676
1979-03-17,8533
1979-03-18,8191
1979-03-19,9701
1979-03-20,10110
1979-03-21,9704
1979-03-22,9597
1979-03-23,9779
1979-03-24,8563
1979-03-25,8056
1979-03-26,9514
1979-03-27,9937
1979-03-28,9825
1979-03-29,9622
1979-03-30,9856
1979-03-31,8472
1979-04-01,8126
1979-04-02,9406
1979-04-03,9592
1979-04-04,9527
1979-04-05,9517
1979-04-06,9605
1979-04-07,8130
1979-04-08,7841
1979-04-09,9647
1979-04-10,9689
1979-04-11,9500
1979-04-12,9592
1979-04-13,9070
1979-04-14,8207
1979-04-15,7615
1979-04-16,9349
1979-04-17,9777
1979-04-18,9495
1979-04-19,9248
1979-04-20,9629
1979-04-21,8197
1979-04-22,7921
1979-04-23,9534
1979-04-24,9842
1979-04-25,9635
1979-04-26,9335
1979-04-27,9564
1979-04-28,7953
1979-04-29,7497
1979-04-30,9518
1979-05-01,10096
1979-05-02,9618
1979-05-03,9555
1979-05-04,9583
1979-05-05,8164
1979-05-06,7909
1979-05-07,9752
1979-05-08,10007
1979-05-09,9722
1979-05-10,9778
1979-05-11,9854
1979-05-12,8274
1979-05-13,8069
1979-05-14,9482
1979-05-15,9779
1979-05-16,9539
1979-05-17,9401
1979-05-18,9538
1979-05-19,8350
1979-05-20,8081
1979-05-21,9737
1979-05-22,9772
1979-05-23,9781
1979-05-24,9745
1979-05-25,9858
1979-05-26,8364
1979-05-27,7945
1979-05-28,8394
1979-05-29,9835
1979-05-30,9854
1979-05-31,9723
1979-06-01,9887
1979-06-02,8549
1979-06-03,8190
1979-06-04,9771
1979-06-05,9851
1979-06-06,9841
1979-06-07,9722
1979-06-08,9589
1979-06-09,8331
1979-06-10,8309
1979-06-11,9603
1979-06-12,9820
1979-06-13,9546
1979-06-14,9798
1979-06-15,9815
1979-06-16,8661
1979-06-17,8175
1979-06-18,9732
1979-06-19,10014
1979-06-20,10091
1979-06-21,9768
1979-06-22,10007
1979-06-23,8485
1979-06-24,8132
1979-06-25,9572
1979-06-26,10116
1979-06-27,10081
1979-06-28,10086
1979-06-29,10253
1979-06-30,8923
1979-07-01,8563
1979-07-02,10075
1979-07-03,10516
1979-07-04,8708
1979-07-05,9946
1979-07-06,10353
1979-07-07,9017
1979-07-08,8624
1979-07-09,10555
1979-07-10,10793
1979-07-11,10368
1979-07-12,10729
1979-07-13,10710
1979-07-14,9344
1979-07-15,9012
1979-07-16,10481
1979-07-17,10827
1979-07-18,10531
1979-07-19,10456
1979-07-20,10668
1979-07-21,9148
1979-07-22,8873
1979-07-23,10605
1979-07-24,10851
1979-07-25,10737
1979-07-26,10663
1979-07-27,10800
1979-07-28,9418
1979-07-29,8894
1979-07-30,10534
1979-07-31,10842
1979-08-01,10876
1979-08-02,10692
1979-08-03,10797
1979-08-04,9427
1979-08-05,8887
1979-08-06,10653
1979-08-07,10853
1979-08-08,10830
1979-08-09,10570
1979-08-10,10834
1979-08-11,9286
1979-08-12,8721
1979-08-13,10096
1979-08-14,10934
1979-08-15,10490
1979-08-16,10386
1979-08-17,10398
1979-08-18,9241
1979-08-19,9196
1979-08-20,10660
1979-08-21,10910
1979-08-22,10565
1979-08-23,10700
1979-08-24,10571
1979-08-25,9325
1979-08-26,8924
1979-08-27,10577
1979-08-28,11049
1979-08-29,10534
1979-08-30,10646
1979-08-31,10873
1979-09-01,9124
1979-09-02,8738
1979-09-03,8991
1979-09-04,10494
1979-09-05,11026
1979-09-06,10796
1979-09-07,10741
1979-09-08,9160
1979-09-09,8970
1979-09-10,10577
1979-09-11,11081
1979-09-12,10598
1979-09-13,10685
1979-09-14,10994
1979-09-15,9368
1979-09-16,9225
1979-09-17,10804
1979-09-18,11185
1979-09-19,11043
1979-09-20,10699
1979-09-21,10911
1979-09-22,9383
1979-09-23,9141
1979-09-24,10954
1979-09-25,11061
1979-09-26,10807
1979-09-27,11013
1979-09-28,10915
1979-09-29,9542
1979-09-30,9112
1979-10-01,10475
1979-10-02,10911
1979-10-03,10597
1979-10-04,10314
1979-10-05,10600
1979-10-06,9138
1979-10-07,8618
1979-10-08,10043
1979-10-09,10350
1979-10-10,10199
1979-10-11,10106
1979-10-12,10421
1979-10-13,8964
1979-10-14,8482
1979-10-15,10164
1979-10-16,10256
1979-10-17,10007
1979-10-18,9774
1979-10-19,10233
1979-10-20,8691
1979-10-21,8654
1979-10-22,10246
1979-10-23,10197
1979-10-24,9984
1979-10-25,9906
1979-10-26,9987
1979-10-27,8573
1979-10-28,8598
1979-10-29,9920
1979-10-30,10502
1979-10-31,9684
1979-11-01,9919
1979-11-02,10174
1979-11-03,8630
1979-11-04,8252
1979-11-05,10056
1979-11-06,10276
1979-11-07,9966
1979-11-08,10108
1979-11-09,10102
1979-11-10,8799
1979-11-11,8760
1979-11-12,9894
1979-11-13,10451
1979-11-14,10150
1979-11-15,10181
1979-11-16,10272
1979-11-17,8696
1979-11-18,8399
1979-11-19,10355
1979-11-20,10765
1979-11-21,10043
1979-11-22,8164
1979-11-23,9480
1979-11-24,8774
1979-11-25,8342
1979-11-26,10009
1979-11-27,10274
1979-11-28,9988
1979-11-29,9720
1979-11-30,9758
1979-12-01,8343
1979-12-02,8430
1979-12-03,9642
1979-12-04,10282
1979-12-05,9932
1979-12-06,10021
1979-12-07,9869
1979-12-08,8709
1979-12-09,8213
1979-12-10,9932
1979-12-11,10308
1979-12-12,10050
1979-12-13,9700
1979-12-14,9944
1979-12-15,8473
1979-12-16,8209
1979-12-17,10273
1979-12-18,10592
1979-12-19,10257
1979-12-20,10022
1979-12-21,9963
1979-12-22,8536
1979-12-23,8104
1979-12-24,8490
1979-12-25,7968
1979-12-26,9231
1979-12-27,10504
1979-12-28,10961
1979-12-29,8990
1979-12-30,8250
1979-12-31,9782
1980-01-01,8232
1980-01-02,9011
1980-01-03,9902
1980-01-04,9939
1980-01-05,8691
1980-01-06,8213
1980-01-07,9833
1980-01-08,9822
1980-01-09,9564
1980-01-10,9759
1980-01-11,10234
1980-01-12,8613
1980-01-13,8291
1980-01-14,10101
1980-01-15,9972
1980-01-16,9660
1980-01-17,9812
1980-01-18,10180
1980-01-19,8730
1980-01-20,8457
1980-01-21,9675
1980-01-22,10076
1980-01-23,9593
1980-01-24,9908
1980-01-25,10067
1980-01-26,8730
1980-01-27,8258
1980-01-28,9880
1980-01-29,9868
1980-01-30,9677
1980-01-31,9739
1980-02-01,9996
1980-02-02,8798
1980-02-03,8285
1980-02-04,9816
1980-02-05,10251
1980-02-06,9907
1980-02-07,10108
1980-02-08,10001
1980-02-09,8772
1980-02-10,8354
1980-02-11,10154
1980-02-12,10252
1980-02-13,9790
1980-02-14,10432
1980-02-15,10201
1980-02-16,8918
1980-02-17,8571
1980-02-18,9716
1980-02-19,10175
1980-02-20,10093
1980-02-21,10156
1980-02-22,10268
1980-02-23,8956
1980-02-24,8604
1980-02-25,10032
1980-02-26,10177
1980-02-27,9783
1980-02-28,10211
1980-02-29,9615
1980-03-01,8610
1980-03-02,8339
1980-03-03,10053
1980-03-04,10113
1980-03-05,9978
1980-03-06,10067
1980-03-07,10043
1980-03-08,8883
1980-03-09,8440
1980-03-10,9922
1980-03-11,10234
1980-03-12,10075
1980-03-13,9770
1980-03-14,9961
1980-03-15,8711
1980-03-16,8429
1980-03-17,10259
1980-03-18,10101
1980-03-19,10111
1980-03-20,9799
1980-03-21,10356
1980-03-22,8902
1980-03-23,8530
1980-03-24,10100
1980-03-25,10553
1980-03-26,10094
1980-03-27,9952
1980-03-28,10115
1980-03-29,8867
1980-03-30,8482
1980-03-31,9897
1980-04-01,10146
1980-04-02,10088
1980-04-03,9887
1980-04-04,10033
1980-04-05,8476
1980-04-06,8413
1980-04-07,9863
1980-04-08,10323
1980-04-09,9957
1980-04-10,9943
1980-04-11,9945
1980-04-12,8544
1980-04-13,8281
1980-04-14,9821
1980-04-15,10141
1980-04-16,10130
1980-04-17,9751
1980-04-18,9961
1980-04-19,8642
1980-04-20,8460
1980-04-21,10004
1980-04-22,10344
1980-04-23,9985
1980-04-24,9870
1980-04-25,10007
1980-04-26,8410
1980-04-27,7856
1980-04-28,9926
1980-04-29,10155
1980-04-30,9832
1980-05-01,10131
1980-05-02,9991
1980-05-03,8659
1980-05-04,8086
1980-05-05,9951
1980-05-06,10199
1980-05-07,9524
1980-05-08,9418
1980-05-09,9766
1980-05-10,8431
1980-05-11,8312
1980-05-12,9922
1980-05-13,9967
1980-05-14,9717
1980-05-15,9832
1980-05-16,9842
1980-05-17,8385
1980-05-18,8323
1980-05-19,9984
1980-05-20,10571
1980-05-21,9682
1980-05-22,10109
1980-05-23,10258
1980-05-24,8659
1980-05-25,8462
1980-05-26,8644
1980-05-27,10149
1980-05-28,10198
1980-05-29,10189
1980-05-30,10182
1980-05-31,8574
1980-06-01,8454
1980-06-02,9933
1980-06-03,10258
1980-06-04,10010
1980-06-05,9978
1980-06-06,10222
1980-06-07,8816
1980-06-08,8183
1980-06-09,9666
1980-06-10,10340
1980-06-11,10042
1980-06-12,9966
1980-06-13,9887
1980-06-14,8715
1980-06-15,8674
1980-06-16,10249
1980-06-17,10209
1980-06-18,10336
1980-06-19,10240
1980-06-20,10326
1980-06-21,8812
1980-06-22,8733
1980-06-23,10492
1980-06-24,10859
1980-06-25,10550
1980-06-26,10621
1980-06-27,10688
1980-06-28,9011
